,,,,"lmcut",,,,,,"lsudA",,,,,,"HHH 10K",,,,,,,"HHH 100K",,,,,,,"blind",,,,,,,"h_max",,,,,,,"hsp_f",,,,,"Gamer",
"Miconic-strips","s08-3.pddl",28,28,27,36,311,567," 0.08s"," 0.08s",28,27," 0.05s"," 0.04s",36,567,28,25,140453,230642,2213940," 1.48s"," 1.94s",28,28,29,263,454," 0.01s"," 4.21s",28,1,833421,884948,13117960," 7.97s"," 7.97s",28,3,690267,761475,10863075," 9.29s"," 9.29s",28,16,435617,160.34,160.34,28,0.53
"Miconic-strips","s08-4.pddl",27,27,26,37,328,584," 0.07s"," 0.07s",27,26," 0.05s"," 0.05s",37,584,27,24,62933,119251,994797," 0.67s"," 1.16s",27,27,28,264,440," 0s"," 4.12s",27,1,771608,834082,12145370," 7.33s"," 7.33s",27,3,613253,691778,9651478," 8.43s"," 8.43s",27,16,315339,112.12,112.12,27,0.51
"Miconic-strips","s09-0.pddl",31,31,30,39,367,685," 0.12s"," 0.12s",31,30," 0.07s"," 0.06s",39,685,31,26,684737,1066932,12155812," 8.39s"," 9.07s",31,30,126918,254551,2264921," 1.76s"," 8.89s",31,1,3685552,3912858,65384316," 41.04s"," 41.04s",31,3,3006991,3321779,53336740," 49.12s"," 49.12s",31,18,1555286,789.88,789.89,31,0.73
"Miconic-strips","s09-1.pddl",30,30,29,39,386,690," 0.12s"," 0.12s",30,29," 0.08s"," 0.07s",39,690,30,26,406041,699605,7210489," 4.97s"," 5.61s",30,29,100937,216496,1796699," 1.51s"," 8.73s",30,1,3649801,3890984,64752602," 40.32s"," 40.32s",30,3,2893803,3222289,51329632," 47.54s"," 47.54s",30,18,1344815,688.09,688.09,30,0.77
"Miconic-strips","s09-2.pddl",30,30,29,39,385,689," 0.11s"," 0.11s",30,29," 0.07s"," 0.06s",39,689,30,26,442547,765801,7860383," 5.44s"," 6.06s",30,29,82946,192223,1484516," 1.24s"," 8.63s",30,1,3576134,3829320,63441979," 39.61s"," 39.61s",30,3,2895182,3218158,51351426," 47.26s"," 47.26s",30,18,1357681,692.82,692.83,30,0.72
"Miconic-strips","s09-3.pddl",32,32,31,37,330,648," 0.11s"," 0.11s",32,31," 0.07s"," 0.06s",37,648,32,27,765455,1155656,13588508," 9.36s"," 10s",32,30,277302,509124,4931054," 3.89s"," 11.14s",32,1,3796035,4007026,67351470," 42.13s"," 42.13s",32,3,3304570,3592786,58628055," 53.29s"," 53.29s",32,18,2083168,1051.93,1051.93,32,0.71
"Miconic-strips","s09-4.pddl",28,28,27,477,5747,9097," 1.91s"," 1.91s",28,27," 0.91s"," 0.9s",477,9097,28,25,317692,632144,5668323," 4s"," 4.65s",28,28,29,343,526," 0s"," 7.03s",28,1,3589382,3859437,63705423," 39.29s"," 39.29s",28,3,2956995,3318160,52490196," 48.84s"," 48.84s",28,18,1231554,603.18,603.18,28,0.76
"Miconic-strips","s10-0.pddl",33,33,33,37,430,729," 0.17s"," 0.17s",33,33," 0.1s"," 0.09s",37,729,33,27,2436164,3862537,48106714," 34.46s"," 35.24s",33,31,863244,1688682,17079452," 13.6s"," 23.76s",33,1,15804498,16847744,311977365," 200.9s"," 200.9s",33,3,13267920,14563641,261863386," 250.58s"," 250.58s"," ",,,,,33,1.01
"Miconic-strips","s10-1.pddl",32,32,32,41,471,814," 0.19s"," 0.19s",32,32," 0.1s"," 0.09s",41,814,32,26,2340169,3833376,46235398," 33.35s"," 34.09s",32,31,335745,793644,6670877," 5.5s"," 15.68s",32,1,16472633,17476280,325256864," 208.39s"," 208.39s",32,3,13720664,15070943,270899276," 256.89s"," 256.89s"," ",,,,,32,1.3
"Miconic-strips","s10-2.pddl",32,32,31,51,589,1012," 0.24s"," 0.24s",32,31," 0.12s"," 0.11s",51,1012,32,26,1735477,2972169,34300105," 24.51s"," 25.29s",32,30,486286,1116943,9634844," 7.77s"," 17.72s",32,1,15867374,16974073,313272708," 201.01s"," 201.01s",32,3,12497087,13944106,246691289," 236.89s"," 236.89s"," ",,,,,32,1.3
"Miconic-strips","s10-3.pddl",34,34,34,41,470,811," 0.18s"," 0.18s",34,34," 0.1s"," 0.09s",41,811,34,26,3952148,5700606,78056591," 55.11s"," 55.86s",34,32,940556,1883322,18601740," 14.31s"," 24.24s",34,1,16309701,17297691,321971922," 208.42s"," 208.42s",34,3,13801989,15086422,272425823," 262.53s"," 262.53s"," ",,,,,34,1.08
"Miconic-strips","s10-4.pddl",33,33,32,44,489,870," 0.2s"," 0.2s",33,32," 0.11s"," 0.1s",44,870,33,27,2715866,4411724,53711088," 38.65s"," 39.44s",33,31,625559,1391372,12430258," 9.59s"," 19.91s",33,1,16472551,17478442,325237244," 209.13s"," 209.13s",33,3,13925654,15263227,274929003," 262.57s"," 262.57s"," ",,,,,33,1.16
"Miconic-strips","s11-0.pddl",37,37,36,57,625,1234," 0.33s"," 0.33s",37,36," 0.17s"," 0.15s",57,1234,37,30,11473359,17663189,249414944," 182.63s"," 183.6s",37,33,4724980,8815901,102852023," 80.6s"," 93.56s"," "," "," "," "," "," ",," "," "," "," "," "," ",," ",,,,,37,2.53
"Miconic-strips","s11-1.pddl",34,34,34,40,519,874," 0.25s"," 0.25s",34,34," 0.12s"," 0.1s",40,874,34,28,7535468,12910353,164010827," 123.79s"," 124.8s",34,31,1934943,4345328,42232964," 34.42s"," 47.91s"," "," "," "," "," "," ",," "," "," "," "," "," ",," ",,,,,34,2.91
"Miconic-strips","s11-2.pddl",38,38,37,46,535,991," 0.27s"," 0.27s",38,37," 0.14s"," 0.12s",46,991,38,30,14645785,21506041,318364829," 232.65s"," 233.68s",38,33,6330198,10897494,137679842," 105.94s"," 120.71s"," "," "," "," "," "," ",," "," "," "," "," "," ",," ",,,,,38,1.76
"Miconic-strips","s11-3.pddl",38,38,37,18048,143399,396670," 77s"," 77s",38,37," 46.1s"," 46.08s",18048,396670," "," "," "," "," "," ",,38,34,5809711,10431458,126487037," 96.22s"," 110.1s"," "," "," "," "," "," ",," "," "," "," "," "," ",," ",,,,,38,1.9
"Miconic-strips","s11-4.pddl",35,35,34,59,762,1303," 0.39s"," 0.39s",35,34," 0.17s"," 0.15s",59,1303,35,29,5853546,10365853,127448181," 94.6s"," 95.56s",35,33,1082086,2733751,23642760," 19.02s"," 32.22s"," "," "," "," "," "," ",," "," "," "," "," "," ",," ",,,,,35,2.49
"Miconic-strips","s12-0.pddl",40,40,40,46,634,1088," 0.37s"," 0.37s",40,40," 0.18s"," 0.16s",46,1088," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," ",,,,,40,5.46
"Miconic-strips","s12-1.pddl",40,40,40,61,779,1453," 0.49s"," 0.5s",40,40," 0.22s"," 0.2s",61,1453," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," ",,,,,40,4.29
"Miconic-strips","s12-2.pddl",40,40,39,54,729,1279," 0.46s"," 0.46s",40,39," 0.2s"," 0.18s",54,1279," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," ",,,,,40,2.87
"Miconic-strips","s12-3.pddl",39,39,38,57,805,1357," 0.47s"," 0.47s",39,38," 0.21s"," 0.19s",57,1357," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," ",,,,,39,7
"Miconic-strips","s12-4.pddl",41,41,41,46,586,1084," 0.35s"," 0.35s",41,41," 0.17s"," 0.15s",46,1084," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," "," "," ",," ",,,,,41,2.53
"Miconic-strips","s13-0.pddl",44,44,43,49,712,1257," 0.54s"," 0.55s",44,43," 0.23s"," 0.2s",49,1257," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," "," "," ",," ",,,,,44,21.09
"Miconic-strips","s13-1.pddl",42,42,41,19828,287333,527645," 233.61s"," 233.62s",42,41," 88.89s"," 88.86s",19828,527645," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," "," "," ",," ",,,,,42,16.76
"Miconic-strips","s13-2.pddl",46,46,46,56,709,1426," 0.54s"," 0.55s",46,46," 0.24s"," 0.21s",56,1426," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," "," "," ",," ",,,,,46,8.77
"Miconic-strips","s13-3.pddl",43,43,43,52,739,1333," 0.53s"," 0.54s",43,43," 0.23s"," 0.2s",52,1333," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," "," "," ",," ",,,,,43,15.73
"Miconic-strips","s13-4.pddl",41,41,41,50,767,1290," 0.53s"," 0.54s",41,41," 0.22s"," 0.19s",50,1290," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," "," "," ",," ",,,,,41,34.65
"Miconic-strips","s14-0.pddl",45,45,45,60,1050,1669," 0.89s"," 0.9s",45,45," 0.33s"," 0.29s",60,1669," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," "," "," ",," ",,,,,45,44.26
"Miconic-strips","s14-1.pddl",47,47,47,63,964,1746," 0.94s"," 0.95s",47,47," 0.33s"," 0.29s",63,1746," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," "," "," ",," ",,,,,47,25.84
"Miconic-strips","s14-2.pddl",49,49,49,70,1046,1946," 1.11s"," 1.12s",49,49," 0.38s"," 0.34s",70,1946," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,,,,,,,,," ",,,,,49,17.72
"Miconic-strips","s14-3.pddl",42,42,42,65,1052,1814," 0.92s"," 0.93s",42,42," 0.33s"," 0.29s",65,1814," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,,,,,,,,," ",,,,,42,153.51
"Miconic-strips","s14-4.pddl",45,45,45,68,1133,1894," 0.93s"," 0.94s",45,45," 0.35s"," 0.31s",68,1894," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,,,,,,,,," ",,,,,45,23.74
"Miconic-strips","s15-0.pddl",46,46,46,63,1129,1885," 1.13s"," 1.14s",46,46," 0.39s"," 0.34s",63,1885," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,,,,,,,,," ",,,,,46,636.04
"Miconic-strips","s15-1.pddl",50,50,49,78,1364,2329," 1.45s"," 1.46s",50,49," 0.47s"," 0.42s",78,2329,,,,,,,," "," "," "," "," "," ",,,,,,,,,,,,,,,," ",,,,,50,17.24
"Miconic-strips","s15-2.pddl",50,50,49,68,1187,2033," 1.23s"," 1.24s",50,49," 0.42s"," 0.37s",68,2033,,,,,,,," "," "," "," "," "," ",,,,,,,,,,,,,,,," ",,,,,50,82.51
"Miconic-strips","s15-3.pddl",50,50,50,73,1244,2174," 1.26s"," 1.27s",50,50," 0.45s"," 0.4s",73,2174,,,,,,,," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,50,75.84
"Miconic-strips","s15-4.pddl",47,47,46,72,1275,2153," 1.26s"," 1.27s",47,46," 0.43s"," 0.38s",72,2153,,,,,,,," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,47,333.06
"Miconic-strips","s16-0.pddl",53,53,53,60,1070,1901," 1.35s"," 1.36s",53,53," 0.45s"," 0.39s",60,1901,,,,,,,," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,53,267.04
"Miconic-strips","s16-1.pddl",52,52,52,60,1039,1902," 1.28s"," 1.29s",52,52," 0.44s"," 0.38s",60,1902,,,,,,,," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,52,522.19
"Miconic-strips","s16-2.pddl",55,55,54,65,1131,2052," 1.42s"," 1.43s",55,54," 0.47s"," 0.41s",65,2052,,,,,,,," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,55,104.21
"Miconic-strips","s16-3.pddl",52,52,51,100,1904,3221," 2.62s"," 2.63s",52,51," 0.73s"," 0.66s",100,3221,,,,,,,," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,52,480.65
"Miconic-strips","s16-4.pddl",53,53,53,63,1070,1995," 1.34s"," 1.35s",53,53," 0.45s"," 0.39s",63,1995,,,,,,,," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,53,360.15
"Miconic-strips","s17-0.pddl",56,56,55,79,1546,2673," 2.16s"," 2.17s",56,55," 0.65s"," 0.58s",79,2673,,,,,,,," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,56,449.6
"Miconic-strips","s17-1.pddl",54,54,54,83,1822,2826," 2.56s"," 2.57s",54,54," 0.71s"," 0.64s",83,2826,,,,,,,," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,54,1084.7
"Miconic-strips","s17-2.pddl",54,54,54,80,1512,2704," 2.21s"," 2.22s",54,54," 0.65s"," 0.58s",80,2704,,,,,,,," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,54,690.84
"Miconic-strips","s17-3.pddl",60,60,59,71,1199,2378," 1.82s"," 1.83s",60,59," 0.59s"," 0.51s",71,2378,,,,,,,," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,,60,709.89
"Miconic-strips","s17-4.pddl",," "," "," "," "," "," ",,,54," "," "," "," ",,,,,,,," "," "," "," "," "," ",,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s18-0.pddl",,59,59,77,1529,2755," 2.77s"," 2.79s",59,59," 0.76s"," 0.67s",77,2755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s18-1.pddl",,58,58,93,1893,3348," 3.21s"," 3.23s",58,58," 0.87s"," 0.78s",93,3348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s18-2.pddl",,58,58,76,1566,2720," 2.59s"," 2.61s",58,58," 0.73s"," 0.64s",76,2720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s18-3.pddl",60,60,59,76,1529,2717," 2.65s"," 2.67s",60,59," 0.73s"," 0.64s",76,2717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,758.82
"Miconic-strips","s18-4.pddl",,57,56,73,1607,2616," 2.54s"," 2.56s",57,56," 0.7s"," 0.61s",73,2616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s19-0.pddl",,62,62,96,1993,3629," 3.92s"," 3.94s",62,62," 1.01s"," 0.9s",96,3629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s19-1.pddl",,65,65,87,1722,3273," 3.51s"," 3.53s",65,65," 0.93s"," 0.82s",87,3273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s19-2.pddl",," "," "," "," "," "," ",,,61," "," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s19-3.pddl",,64,63,101,2185,3837," 4.76s"," 4.78s",64,63," 1.12s"," 1.01s",101,3837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s19-4.pddl",,63,62,87,1917,3287," 3.61s"," 3.63s",63,62," 0.94s"," 0.84s",87,3287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s20-0.pddl",," "," "," "," "," "," ",,,63," "," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s20-1.pddl",,66,66,84,1818,3333," 4.09s"," 4.11s",66,66," 1.03s"," 0.9s",84,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s20-2.pddl",,63,62,145,3917,5969," 10.37s"," 10.39s",63,62," 1.93s"," 1.81s",145,5969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s20-3.pddl",,63,63,108,2585,4322," 5.54s"," 5.56s",63,63," 1.29s"," 1.17s",108,4322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s20-4.pddl",,65,64,85,1941,3385," 4.6s"," 4.62s",65,64," 1.06s"," 0.93s",85,3385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s21-0.pddl",,70,69,101,2496,4225," 6.14s"," 6.16s",70,69," 1.4s"," 1.25s",101,4225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s21-1.pddl",,69,69,102,2331,4270," 5.65s"," 5.67s",69,69," 1.37s"," 1.22s",102,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s21-2.pddl",,69,69,78,1865,3251," 4.72s"," 4.74s",69,69," 1.11s"," 0.96s",78,3251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s21-3.pddl",,67,66,90,2204,3769," 5.46s"," 5.48s",67,66," 1.25s"," 1.1s",90,3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s21-4.pddl",,70,70,86,2033,3590," 5.29s"," 5.32s",70,70," 1.22s"," 1.07s",86,3590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s22-0.pddl",,73,72,100,2397,4377," 7.34s"," 7.37s",73,72," 1.54s"," 1.37s",100,4377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s22-1.pddl",,70,70,106,2707,4651," 8.32s"," 8.35s",70,70," 1.64s"," 1.47s",106,4651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s22-2.pddl",,71,71,126,3235,5551," 9.83s"," 9.86s",71,71," 1.94s"," 1.77s",126,5551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s22-3.pddl",,76,75,95,2127,4141," 6.43s"," 6.46s",76,75," 1.47s"," 1.3s",95,4141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s22-4.pddl",,72,71,94,2353,4114," 6.5s"," 6.53s",72,71," 1.44s"," 1.27s",94,4114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s23-0.pddl",,76,75,120,3010,5497," 9.4s"," 9.43s",76,75," 2.01s"," 1.8s",120,5497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s23-1.pddl",," "," "," "," "," "," ",,,74," "," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s23-2.pddl",,73,73,113,3201,5211," 9.74s"," 9.77s",73,73," 1.95s"," 1.75s",113,5211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s23-3.pddl",," "," "," "," "," "," ",,,71," "," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s23-4.pddl",,74,74,93,2507,4259," 7.68s"," 7.71s",74,74," 1.61s"," 1.41s",93,4259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ",
"Miconic-strips","s24-0.pddl",,79,79,95,2661,4534," 9.52s"," 9.55s",79,79," 1.86s"," 1.63s",95,4534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s24-1.pddl",,78,78,115,3193,5513," 12.56s"," 12.59s",78,78," 2.28s"," 2.05s",115,5513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s24-2.pddl",,78,77,108,3096,5168," 11.03s"," 11.06s",78,77," 2.1s"," 1.86s",108,5168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s24-3.pddl",,80,79,96,2470,4577," 9.19s"," 9.22s",80,79," 1.85s"," 1.62s",96,4577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s24-4.pddl",,78,77,127,3575,6082," 12.56s"," 12.59s",78,77," 2.38s"," 2.15s",127,6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s25-0.pddl",,81,81,139,3973,6939," 15.01s"," 15.05s",81,81," 2.86s"," 2.59s",139,6939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s25-1.pddl",,85,85,123,3271,6123," 14.37s"," 14.41s",85,85," 2.61s"," 2.34s",123,6123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s25-2.pddl",," "," "," "," "," "," ",,,78," "," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s25-3.pddl",,85,84,108,2867,5358," 12.13s"," 12.17s",85,84," 2.31s"," 2.04s",108,5358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s25-4.pddl",,83,82,124,3671,6184," 13.89s"," 13.93s",83,82," 2.63s"," 2.36s",124,6184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s26-0.pddl",,84,83,107,3204,5554," 14.93s"," 14.97s",84,83," 2.56s"," 2.26s",107,5554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s26-1.pddl",," "," "," "," "," "," ",,,83," "," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s26-2.pddl",,90,90,113,3084,5832," 15.52s"," 15.56s",90,90," 2.75s"," 2.44s",113,5832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s26-3.pddl",,88,88,124,3351,6420," 17.07s"," 17.11s",88,88," 2.92s"," 2.61s",124,6420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s26-4.pddl",,83,82,105,3093,5437," 13.54s"," 13.58s",83,82," 2.44s"," 2.14s",105,5437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s27-0.pddl",," "," "," "," "," "," ",,,87," "," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s27-1.pddl",,91,91,109,3209,5852," 16.37s"," 16.41s",91,91," 2.87s"," 2.52s",109,5852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s27-2.pddl",,87,87,164,5591,8888," 24.51s"," 24.56s",87,87," 4.16s"," 3.81s",164,8888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s27-3.pddl",,89,89,117,3426,6288," 16.89s"," 16.93s",89,89," 2.95s"," 2.6s",117,6288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s27-4.pddl",,89,88,129,3917,6954," 21.18s"," 21.22s",89,88," 3.37s"," 3.02s",129,6954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s28-0.pddl",,95,94,112,3325,6230," 18.94s"," 18.99s",95,94," 3.19s"," 2.79s",112,6230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s28-1.pddl",," "," "," "," "," "," ",,,92," "," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s28-2.pddl",,94,93,132,3887,7361," 23.69s"," 23.74s",94,93," 3.71s"," 3.31s",132,7361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s28-3.pddl",,87,87,140,4518,7849," 25.6s"," 25.65s",87,87," 3.91s"," 3.51s",140,7849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s28-4.pddl",,92,92,123,3777,6858," 21.49s"," 21.54s",92,92," 3.45s"," 3.05s",123,6858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s29-0.pddl",,94,94,126,4203,7290," 27.46s"," 27.51s",94,94," 4.01s"," 3.56s",126,7290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s29-1.pddl",,91,91,184,6592,10709," 39.54s"," 39.59s",91,91," 5.57s"," 5.13s",184,10709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s29-2.pddl",,95,95,155,4954,8965," 32.89s"," 32.94s",95,95," 4.73s"," 4.28s",155,8965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s29-3.pddl",,97,96,178,6057,10332," 37.34s"," 37.39s",97,96," 5.44s"," 4.99s",178,10332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s29-4.pddl",,99,99,141,4311,8126," 29s"," 29.05s",99,99," 4.36s"," 3.91s",141,8126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s30-0.pddl",,95,95,138,4955,8277," 32.59s"," 32.64s",95,95," 4.67s"," 4.17s",138,8277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s30-1.pddl",,98,98,150,5190,8987," 32.4s"," 32.46s",98,98," 4.91s"," 4.41s",150,8987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s30-2.pddl",,97,96,130,4353,7787," 29.93s"," 29.99s",97,96," 4.36s"," 3.86s",130,7787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s30-3.pddl",," "," "," "," "," "," ",,,100," "," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miconic-strips","s30-4.pddl",,99,99,124,4107,7407," 26.97s"," 27.03s",99,99," 4.17s"," 3.66s",124,7407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MPrime-AIPS98","prob01.pddl",5,5,5,6,124,124," 0.03s"," 0.05s",5,5," 0.1s"," 0s",6,124,5,5,6,124,124," 0.01s"," 2s",5,5,6,124,124," 0.01s"," 20.45s",5,1,3636,10716,92984," 0.07s"," 0.07s",5,4,68,599,1615," 0.03s"," 0.04s",5,3,108,49.59,49.59,5,4.14
"MPrime-AIPS98","prob02.pddl",7,7,5,490,11565,23100," 17.13s"," 17.28s",7,6," 1.96s"," 0.34s",377,19217,7,6,3317,51215,153547," 0.26s"," 88.58s"," "," "," "," "," "," ",," "," "," "," "," "," ",,7,3,12606,136156,588224," 36.59s"," 36.65s"," ",,,,," ",
"MPrime-AIPS98","prob03.pddl",4,4,4,5,268,268," 0.19s"," 0.27s",4,4," 0.89s"," 0.01s",5,268,4,4,36,2162,2382," 0s"," 33.64s",4,4,5,268,268," 0.06s"," 463.85s",4,1,9868,130357,727547," 0.65s"," 0.67s",4,3,5,268,268," 0.03s"," 0.07s",4,2,1673,2231.19,2231.19," ",
"MPrime-AIPS98","prob04.pddl",8,8,6,478,6560,21470," 3.12s"," 3.15s",8,6," 0.28s"," 0.12s",198,8556,8,8,9,338,343," 0s"," 6.09s",8,8,9,338,343," 0.03s"," 82.71s",8,1,599590,1849185,28790546," 23.57s"," 23.58s",8,6,200,3254,8688," 0.23s"," 0.24s",8,3,19076,781.74,781.74,8,8.83
